Geneid	alignment_29/RNA-29Aligned.sortedByCoord.out.bam	alignment_30/RNA-30Aligned.sortedByCoord.out.bam	alignment_31/RNA-31Aligned.sortedByCoord.out.bam	alignment_32/RNA-32Aligned.sortedByCoord.out.bam
RN7SL3	0	0	0	0
LOC105378179	4	4	1	5
RN7SL2	0	0	0	0
ARF6	2	14	8	13
LOC100506446	0	0	0	3
MIR6076	0	0	0	0
LINC01588	23	27	25	36
LOC105370485	0	0	0	0
LINC01599	0	1	0	0
VCPKMT	0	0	0	2
SOS2	0	0	0	0
L2HGDH	0	0	0	1
MIR4504	0	0	0	0
DMAC2L	45	42	30	54
CDKL1	198	240	209	243
MAP4K5	1	1	1	5
ATL1	8	10	6	9
SAV1	7	1	2	5
NIN	2	0	0	2
LOC105370489	13	20	8	11
LOC105370491	0	0	0	0
ABHD12B	0	3	1	0
PYGL	33	31	30	37
LOC105370492	2	2	0	0
LOC400212	1	3	3	1
TRIM9	0	5	0	1
TMX1	2	1	3	1
LINC00519	0	0	0	0
LINC00640	0	0	0	0
LOC105370495	0	0	0	0
LINC02310	0	0	0	0
FRMD6-AS2	0	0	0	0
FRMD6	0	0	0	0
FRMD6-AS1	0	0	0	0
LOC101927598	0	0	0	0
GNG2	0	0	0	1
LOC102723604	0	0	1	0
LOC105370497	0	0	0	0
RTRAF	48	33	29	21
NID2	22	34	35	32
LOC105378180	0	0	0	0
LINC02319	0	0	0	0
PTGDR	8	5	6	6
PTGER2	0	0	0	0
TXNDC16	2	0	1	0
GPR137C	0	1	0	0
ERO1A	1	0	1	2
PSMC6	0	2	0	1
STYX	12	8	3	7
GNPNAT1	3	5	4	12
LOC105370500	0	0	0	0
FERMT2	0	0	1	0
DDHD1	1	1	0	0
DDHD1-DT	0	0	0	0
LOC105370502	0	0	0	0
LOC112268134	0	0	0	0
LOC105370504	0	2	0	2
LINC02331	0	0	0	1
LOC107984676	0	0	0	0
MIR5580	0	0	0	0
BMP4	0	1	1	0
LOC105370507	0	0	0	0
LOC105370505	0	0	0	0
CDKN3	2	2	0	0
CNIH1	1	1	0	0
GMFB	3	0	0	4
CGRRF1	0	0	0	0
SAMD4A	0	1	1	0
LOC112268133	0	0	0	0
LOC729451	0	0	0	0
GCH1	3	2	2	1
MIR4308	0	0	0	0
WDHD1	2	0	1	1
SOCS4	2	1	0	2
MAPK1IP1L	8	7	2	4
LGALS3	12	15	12	16
DLGAP5	1	0	0	2
LOC105370508	0	1	0	0
LOC107984708	0	0	0	0
FBXO34-AS1	5	9	9	4
FBXO34	0	1	1	0
ATG14	62	79	52	75
TBPL2	0	0	0	0
LOC107984664	0	0	0	0
KTN1-AS1	0	0	0	0
KTN1	5	2	3	7
RPL13AP3	1	0	0	0
LINC00520	0	0	0	1
LOC105370511	0	0	0	0
LOC102723670	0	0	0	0
LOC105370512	0	0	0	0
LOC105370513	1	0	1	0
PELI2	1	0	0	1
LOC107984656	0	0	0	0
LINC02284	0	0	0	0
LOC101927690	0	0	0	0
TMEM260	0	0	0	1
LOC105370515	1	2	2	3
OTX2	0	0	0	0
OTX2-AS1	0	0	0	0
EXOC5	5	7	13	3
AP5M1	0	0	1	4
LOC105370516	0	0	0	0
NAA30	0	0	1	1
CCDC198	0	0	0	0
LOC112268129	0	0	0	0
SLC35F4	0	1	1	0
LOC105370519	0	0	0	0
LOC105370518	0	0	0	0
ARMH4	0	0	0	0
ACTR10	0	1	1	0
TRK-CTT1-1	0	0	0	0
PSMA3	21	41	36	56
PSMA3-AS1	5	4	5	10
LINC00216	6	15	3	6
ARID4A	3	1	1	2
TOMM20L-DT	0	3	2	3
TOMM20L	29	18	20	27
TIMM9	0	2	3	0
KIAA0586	1	2	4	2
DACT1	0	0	0	0
LOC102723725	0	0	0	0
LINC01500	0	0	0	0
LOC107984692	0	0	0	0
LOC107984642	0	0	0	0
DAAM1	0	2	0	0
GPR135	0	0	0	0
L3HYPDH	2	2	2	2
JKAMP	7	0	4	4
CCDC175	21	9	9	14
RTN1	0	0	0	0
MIR5586	0	0	0	0
LRRC9	1	0	0	0
PCNX4-DT	49	47	70	60
PCNX4	630	439	338	479
DHRS7	1	4	1	7
LOC101927702	0	0	0	0
PPM1A	0	5	1	5
LINC02322	0	0	0	0
C14orf39	0	0	0	0
SIX6	0	0	0	0
SALRNA1	0	0	0	0
SIX1	0	0	0	0
MIR9718	1	2	2	1
SIX4	0	0	0	0
MNAT1	0	0	0	0
TRMT5	11	11	4	9
SLC38A6	0	1	0	0
LOC101927756	0	2	0	4
PRKCH	5	0	2	0
TMEM30B	0	0	0	0
LOC105370525	1	0	2	0
LINC01303	0	0	0	0
FLJ22447	0	0	0	0
HIF1A-AS1	136	156	172	122
HIF1A	6	6	1	6
HIF1A-AS3	0	2	0	1
HIF1A-AS2	621	534	461	650
SNAPC1	0	0	0	0
SYT16	0	0	0	0
LINC00643	0	0	0	0
LINC00644	0	0	0	0
LOC105370529	0	0	0	0
LOC105370528	0	0	0	0
KCNH5	0	0	0	0
LOC105370531	1	0	0	0
LOC105370530	0	0	0	0
RHOJ	0	0	0	0
GPHB5	0	0	0	0
PPP2R5E	1	1	0	5
LOC112268140	87	123	131	91
WDR89	0	0	0	3
LOC105370532	0	0	0	0
SGPP1	0	0	0	0
SYNE2	1	3	2	3
MIR548H1	0	0	1	0
ESR2	13	9	10	14
TEX21P	0	0	0	0
MTHFD1	18	13	8	14
ZBTB25	472	310	353	333
AKAP5	0	5	1	7
ZBTB1	0	0	1	1
HSPA2-AS1	34	39	35	48
HSPA2	0	0	0	0
PPP1R36	0	0	0	0
PLEKHG3	11	9	11	4
SPTB	376	310	264	338
MIR7855	0	0	0	0
LOC105370534	0	0	0	0
CHURC1-FNTB	0	0	0	0
CHURC1	0	0	0	0
GPX2	6	3	4	13
RAB15	7	3	8	5
LOC107984655	61	43	56	46
FNTB	1	2	1	1
MAX	2	1	1	3
MIR4706	0	0	0	0
LOC100506321	170	171	146	156
LINC02324	0	0	0	0
MIR4708	0	0	0	0
LOC105370537	0	0	0	0
FUT8	39	28	30	27
FUT8-AS1	9	15	12	22
MIR625	0	0	0	0
LOC107984641	0	0	0	0
LINC02290	1	0	0	0
CCDC196	0	1	1	1
GPHN	0	1	1	0
LOC105370538	0	0	0	0
FAM71D	0	0	0	0
PALS1	52	32	75	69
ATP6V1D	2	3	0	2
EIF2S1	163	120	157	112
PLEK2	0	2	1	1
MIR5694	0	0	0	0
LOC105370542	0	0	0	0
TMEM229B	0	0	0	1
PLEKHH1	105	54	55	71
PIGH	109	66	62	80
LOC105370543	0	0	0	0
ARG2	460	319	345	384
VTI1B	210	175	173	190
RDH11	2	1	3	3
RDH12	0	1	1	2
ZFYVE26	0	3	0	0
RAD51B	0	0	0	0
LOC105370546	0	0	0	0
LOC107984679	0	0	0	0
LOC101927971	0	0	0	0
LOC107984016	8	1	6	3
LOC100996664	0	0	0	1
LOC105370547	0	0	0	0
LOC107984647	0	0	0	0
LOC107984709	0	0	0	0
ZFP36L1	0	0	3	6
ACTN1	3	0	1	6
ACTN1-DT	0	0	0	0
DCAF5	3	1	0	2
GALNT16-AS1	10	19	11	10
EXD2	3	2	0	1
GALNT16	0	0	0	0
LOC105370549	0	0	0	0
ERH	2	2	3	2
SLC39A9	2	2	4	0
PLEKHD1	0	0	0	0
CCDC177	0	0	0	0
SUSD6	0	0	0	1
LOC100289511	485	345	466	381
SRSF5	3	3	2	6
SLC10A1	1	0	2	1
LOC100506358	0	0	0	0
SMOC1	0	0	0	0
SNORD169	0	0	0	0
SLC8A3	0	0	0	0
LOC646548	0	0	0	0
LOC107984686	0	0	0	0
ADAM21P1	0	0	0	1
LOC101928046	0	0	0	0
LOC105370552	1	0	0	0
SYNJ2BP-COX16	0	0	0	0
COX16	0	0	0	0
SYNJ2BP	1	1	1	4
ADAM21	0	0	0	0
ADAM20P1	0	0	0	0
ADAM20	0	0	0	0
LOC105370556	0	1	0	0
MED6	0	0	0	0
TTC9-DT	0	0	0	0
TTC9	1	2	0	0
LINC01269	0	0	0	0
MAP3K9	8	10	6	5
MAP3K9-DT	0	4	1	0
PCNX1	1	1	1	0
LOC105370557	0	2	0	0
LOC107984695	0	0	0	0
LOC105370706	0	0	0	0
LOC107984654	3	6	2	10
SIPA1L1-AS1	12	10	15	15
SIPA1L1	3	0	0	0
SNORD56B	0	0	0	0
LOC145474	0	0	0	0
RGS6	0	0	0	1
LOC105370559	0	0	0	0
MIR7843	0	0	0	0
DPF3	0	0	0	0
LOC107984711	0	0	0	0
DCAF4	0	1	0	0
TRC-GCA8-1	0	0	0	0
ZFYVE1	0	0	0	0
RBM25-AS1	90	117	72	89
RBM25	61	66	25	98
PSEN1	0	3	0	3
PAPLN	26	15	20	19
PAPLN-AS1	0	1	1	2
NUMB	0	0	2	3
LOC101928143	4	0	3	1
HEATR4	43	18	26	22
RIOX1	0	0	0	0
ACOT1	0	0	1	0
ACOT2	101	95	68	88
ACOT4	0	0	0	0
ACOT6	0	0	0	0
DNAL1	0	0	0	0
PNMA1	0	0	0	0
MIDEAS	0	1	0	1
MIR4505	0	1	0	0
LOC100506476	0	0	0	0
LINC02274	0	0	0	0
PTGR2	1	1	1	1
ZNF410	3	5	5	4
FAM161B	168	112	106	111
COQ6	605	420	353	528
ENTPD5	464	413	374	446
BBOF1	393	400	301	424
ALDH6A1	23	23	11	38
LIN52	0	1	0	0
LOC105370563	0	0	0	0
LOC105370564	0	0	1	0
VSX2	0	0	0	0
ABCD4	0	0	2	0
VRTN	0	0	0	0
SYNDIG1L	0	0	0	0
NPC2	0	0	1	0
MIR4709	0	0	0	0
ISCA2	2	1	1	2
LTBP2	31	13	16	15
LOC101928352	0	1	0	0
LOC105370567	0	0	0	0
AREL1	0	0	1	2
FCF1	0	1	0	0
YLPM1	1	0	0	2
LOC105370569	0	0	0	0
PROX2	22	24	22	36
DLST	0	0	0	0
RPS6KL1	4	0	2	0
PGF	0	0	0	0
LOC107984689	0	0	4	0
LOC107984690	5	6	10	4
EIF2B2	9	27	19	13
MLH3	2	4	3	0
ACYP1	1	0	1	0
ZC2HC1C	9	11	5	11
NEK9	2	0	5	3
TMED10	5	3	9	15
FOS	0	0	0	0
LINC01220	0	0	0	0
JDP2-AS1	0	0	0	0
JDP2	2	2	2	10
LOC105370572	0	0	0	0
BATF	0	0	0	0
LOC107984652	0	0	0	0
LOC107984653	0	0	0	0
LOC102724153	4	11	10	11
FLVCR2	2	3	4	0
ERG28	0	1	1	0
TTLL5	0	0	0	0
TGFB3	3	2	2	1
IFT43	1	0	0	1
LOC105370573	10	11	9	23
GPATCH2L	0	0	0	0
LOC105370575	0	0	0	0
ESRRB	0	0	0	0
LOC105370576	0	0	0	0
LOC105370577	0	0	0	0
VASH1	191	121	111	91
VASH1-AS1	54	25	37	34
ANGEL1	0	0	0	0
LRRC74A	0	0	0	0
LINC01629	0	0	0	0
IRF2BPL	12	4	7	10
LOC107984638	124	126	134	131
LOC105370579	2	5	1	4
LINC02288	0	0	0	0
LINC02289	0	0	0	0
CIPC	0	0	0	0
ZDHHC22	0	0	0	0
TMEM63C	0	0	0	0
NGB	0	0	0	0
MIR1260A	0	0	0	0
POMT2	0	2	0	1
GSTZ1	0	1	2	3
TMED8	16	19	21	39
SAMD15	0	1	1	0
NOXRED1	4	1	0	0
VIPAS39	0	2	0	0
AHSA1	3	0	0	4
ISM2	0	0	0	0
SPTLC2	1	1	2	1
ALKBH1	0	0	0	0
SLIRP	2	1	1	0
SNW1	9	5	8	14
C14orf178	29	35	43	37
ADCK1	0	0	0	0
LOC105370581	0	0	0	0
NRXN3	0	0	0	0
LOC105370589	0	0	0	0
LOC107984629	0	0	0	0
LOC105370588	0	0	0	0
LOC105370586	0	0	0	0
LOC112268125	0	0	0	0
LOC105370583	0	0	0	0
LOC105370582	0	0	0	0
LOC107984630	0	0	0	0
LOC112267892	0	0	0	0
LOC105370590	0	0	0	0
LOC105370591	0	0	0	0
LOC105370593	0	0	0	0
DIO2	0	0	0	0
DIO2-AS1	0	0	0	0
CEP128	0	0	0	1
TSHR	0	0	0	0
LOC105370596	0	0	0	0
LOC101928462	2	3	0	0
LOC105370594	3	0	0	3
GTF2A1	3	2	4	4
SNORA79	0	0	0	0
LOC101928504	2	3	0	0
STON2	0	0	0	0
LINC02308	0	0	0	0
SEL1L	0	0	2	3
LINC01467	0	0	0	0
LINC02311	0	0	0	0
LOC107984704	0	0	0	0
LOC105370598	0	0	0	0
LOC105370599	0	0	0	0
LINC02301	0	0	0	0
LOC105370600	0	0	0	0
LOC107984645	2	1	0	2
LOC105370601	0	0	0	0
LINC02305	0	0	0	0
LOC105370603	0	0	0	0
LOC105370604	0	0	0	0
SNORD3P3	0	0	0	0
LINC02329	0	0	0	0
LINC00911	0	0	0	0
LOC100506731	0	0	0	0
FLRT2	0	0	0	0
LINC02328	0	0	0	0
LINC02316	0	0	0	0
LINC02309	0	0	0	0
LINC01148	0	0	0	0
LOC105370608	0	0	0	0
LINC02296	0	0	0	0
LOC107984691	0	0	0	0
LINC02330	0	0	0	0
GALC	0	0	0	0
GPR65	0	0	0	0
LOC107984669	0	0	0	0
LINC01147	0	0	0	0
LINC01146	0	0	0	0
LOC107984699	0	0	0	0
LOC105370613	0	0	0	0
LOC105370612	0	1	0	0
KCNK10	1	0	0	1
SPATA7	27	27	29	27
PTPN21	4	3	2	1
LOC105370614	0	0	1	0
ZC3H14	19	47	15	70
EML5	761	530	574	717
TTC8	6	25	15	26
LOC105370615	0	0	0	0
FOXN3	0	0	1	5
LOC101928817	0	1	0	1
FOXN3-AS1	1	1	1	0
LOC107984635	0	0	0	0
FOXN3-AS2	0	0	0	0
LOC105370617	0	0	0	0
LOC105370616	0	0	0	0
EFCAB11	0	0	0	0
TDP1	0	0	0	6
KCNK13	0	0	0	0
PSMC1	97	64	76	76
NRDE2	1275	849	934	1096
LOC105370618	0	0	0	0
CALM1	1	2	6	10
LINC02317	0	0	0	0
LINC00642	0	0	0	0
LOC105370619	0	0	0	0
TTC7B	0	0	0	0
LOC101928909	2	3	4	2
LOC105370622	0	0	0	0
LINC02321	0	0	0	0
RPS6KA5	5	3	7	5
DGLUCY	11	26	15	16
SNORA11B	0	0	0	0
GPR68	14	10	6	16
CCDC88C	2	2	1	0
LOC107984673	0	0	0	0
LOC105370624	0	0	0	0
CCDC88C-DT	0	0	0	0
PPP4R3A	0	2	1	3
LOC101928957	0	0	0	0
CATSPERB	0	0	0	0
TC2N	0	0	0	0
FBLN5	0	0	0	0
TRIP11	4	4	5	4
ATXN3	2	1	1	2
NDUFB1	0	0	0	2
CPSF2	3	2	3	5
LOC105370627	0	0	0	0
SLC24A4	0	0	1	0
LOC105370707	8	4	8	4
RIN3	1	0	2	1
LGMN	2	0	0	4
GOLGA5	1	0	0	0
LINC02833	0	0	0	0
LINC02287	0	0	0	0
CHGA	0	0	0	0
ITPK1	0	0	0	0
ITPK1-AS1	0	0	0	0
MOAP1	0	0	0	0
TMEM251	0	0	0	0
GON7	0	0	0	0
UBR7	0	0	0	0
BTBD7	0	0	0	0
UNC79	0	0	0	0
COX8C	0	0	0	0
PRIMA1	0	0	0	0
LOC105370631	0	0	0	0
FAM181A-AS1	0	0	0	0
FAM181A	0	0	0	0
ASB2	0	0	0	0
MIR4506	0	0	0	0
LOC107984663	0	0	0	0
CCDC197	0	0	0	0
OTUB2	0	0	0	0
DDX24	0	0	0	0
IFI27L1	0	0	0	0
IFI27	0	0	0	0
IFI27L2	0	0	0	0
LOC105370634	0	0	0	0
PPP4R4	0	0	0	0
SERPINA10	0	0	0	0
SERPINA6	0	0	0	0
SERPINA2	0	0	0	0
SERPINA1	0	0	0	0
SERPINA11	0	0	0	0
LOC105370635	0	0	0	0
SERPINA9	0	0	0	0
SERPINA12	0	0	0	0
SERPINA4	0	0	0	0
SERPINA5	0	0	0	0
LOC112268127	0	0	0	0
SERPINA3	0	0	0	0
SERPINA13P	0	0	0	0
GSC	0	0	0	0
GSC-DT	0	0	0	0
LOC107984693	0	0	0	0
LOC107984639	0	0	0	0
LINC02279	0	0	0	0
LOC107984646	0	0	0	0
DICER1	14	28	19	35
MIR3173	0	0	0	0
DICER1-AS1	0	2	0	0
CLMN	0	2	3	2
LOC105370637	0	0	0	0
LINC02292	1	5	3	7
LOC107984710	0	0	0	0
LOC105370638	0	0	0	0
LOC105370639	0	0	0	0
LOC105370640	0	0	0	0
SYNE3	0	0	0	0
LOC101929107	0	0	0	1
LOC112268122	0	0	0	2
SNHG10	8	2	1	3
SCARNA13	0	0	0	0
GLRX5	2	0	0	1
LINC02318	0	0	0	0
LOC105370643	0	0	0	0
TCL6	0	0	0	0
TCL1B	0	0	0	0
TCL1A	0	0	0	0
LOC107984703	0	0	0	0
LOC105370644	0	0	0	0
TUNAR	0	0	0	0
C14orf132	0	0	0	0
BDKRB2	0	0	0	0
BDKRB1	0	0	0	0
ATG2B	0	1	0	0
GSKIP	0	0	3	2
AK7	0	0	0	0
PAPOLA-DT	0	0	0	0
PAPOLA	3	2	5	7
LOC105370645	0	0	0	0
LINC02299	0	0	0	0
VRK1	0	0	4	1
LINC00618	0	0	0	0
LOC105370647	0	0	0	0
LINC02304	0	0	0	0
LINC02325	0	0	0	0
LINC02291	0	0	0	0
LOC105370650	0	0	0	0
LOC105370651	0	0	0	0
LINC02312	0	0	0	0
LINC01550	0	0	0	0
LOC107984706	0	0	0	0
LOC105370655	0	0	0	0
LOC105370654	0	0	0	0
LOC105370653	0	0	0	0
LINC02295	0	0	0	0
LOC107987207	0	0	0	0
LOC105370656	0	0	0	0
LOC105370657	0	0	0	0
LINC02914	0	0	0	0
LOC105370658	0	0	0	0
LOC107984696	0	0	0	0
LOC105370659	0	0	0	0
BCL11B	0	0	0	1
LOC105370660	0	0	0	0
SETD3	5	2	2	4
CCNK	463	315	320	326
CCDC85C	1443	1226	1178	1209
LOC105370661	0	1	0	0
HHIPL1	2	0	2	0
CYP46A1	0	0	0	0
EML1	0	0	0	0
LOC102724682	2	0	1	3
EVL	187	104	116	124
MIR151B	0	0	0	0
MIR342	0	0	0	0
DEGS2	0	0	0	2
YY1	33	25	22	36
MIR6764	0	0	0	0
SLC25A29	873	612	835	688
MIR345	0	0	0	0
SLC25A47	0	1	0	0
WARS1	0	0	0	2
WDR25	0	2	2	0
LOC105370664	0	0	0	0
BEGAIN	1	2	0	2
LINC00523	0	0	0	0
LOC105370667	0	0	0	0
LOC105370668	0	0	0	0
LOC105370669	0	0	0	0
DLK1	0	0	0	0
MIR2392	0	0	0	0
MEG3	0	0	0	0
MIR770	0	0	0	0
MIR493	0	0	0	0
MIR337	0	0	0	0
MIR665	0	0	0	0
RTL1	0	0	0	0
MIR431	0	0	0	0
MIR433	0	0	0	0
MIR127	0	0	0	0
MIR432	0	0	0	0
MIR136	0	0	0	0
MEG8	0	0	0	0
SNORD112	0	0	0	0
MIR370	0	0	0	0
SNORD113-1	0	0	0	0
SNORD113-2	0	0	0	0
SNORD113-3	0	0	0	0
SNORD113-4	0	0	0	0
SNORD113-5	0	0	0	0
SNORD113-6	0	0	0	0
SNORD113-7	0	0	0	0
SNORD113-8	0	0	0	0
SNORD113-9	0	0	0	0
SNORD114-1	0	0	0	0
SNORD114-2	0	0	0	0
SNORD114-3	0	0	0	0
SNORD114-4	0	0	0	0
SNORD114-5	0	0	0	0
SNORD114-6	0	0	0	0
SNORD114-7	0	0	0	0
SNORD114-8	0	0	0	0
SNORD114-9	0	0	0	0
SNORD114-10	0	0	0	0
SNORD114-11	0	0	0	0
SNORD114-12	0	0	0	0
SNORD114-13	0	0	0	0
SNORD114-14	0	0	0	0
SNORD114-15	0	0	0	0
SNORD114-16	0	0	0	0
SNORD114-17	0	0	0	0
SNORD114-18	0	0	0	0
SNORD114-19	0	0	0	0
SNORD114-20	0	0	0	0
SNORD114-21	0	0	0	0
SNORD114-22	0	0	0	0
SNORD114-23	0	0	0	0
SNORD114-24	0	0	0	0
SNORD114-25	0	0	0	0
SNORD114-26	0	0	0	0
SNORD114-27	0	0	0	0
SNORD114-28	0	0	0	0
SNORD114-29	0	0	0	0
SNORD114-30	0	0	0	0
SNORD114-31	0	0	0	0
MIR379	0	0	0	0
MIR411	0	0	0	0
MIR299	0	0	0	0
MIR380	0	0	0	0
MIR1197	0	0	0	0
MIR323A	0	0	0	0
MIR758	0	0	0	0
MIR329-1	0	0	0	0
MIR329-2	0	0	0	0
MIR494	0	0	0	0
MIR1193	0	0	0	0
MIR543	0	0	0	0
MIR495	0	0	0	0
MIR376C	0	0	0	0
MIR376A2	0	0	0	0
MIR654	0	0	0	0
MIR376B	0	0	0	0
MIR376A1	0	0	0	0
MIR300	0	0	0	0
MIR1185-1	0	0	0	0
MIR1185-2	0	0	0	0
MIR381HG	0	0	0	0
MIR381	0	0	0	0
MIR487B	0	0	0	0
MIR539	0	0	0	0
MIR889	0	0	0	0
MIR544A	0	0	0	0
MIR655	0	0	0	0
MIR487A	0	0	0	0
MIR382	0	0	0	0
MIR134	0	0	0	0
MIR668	0	0	0	0
MIR485	0	0	0	0
MIR323B	0	0	0	0
MIR154	0	0	0	0
MIR496	0	0	0	0
MIR377	0	0	0	0
MIR541	0	0	0	0
MIR409	0	0	0	0
MIR412	0	0	0	0
MIR369	0	0	0	0
MIR410	0	0	0	0
MIR656	0	0	0	0
MEG9	0	0	0	0
LOC105370670	0	0	0	0
LINC02285	0	0	0	0
LOC107984697	0	0	0	1
LOC105370671	0	0	0	0
LINC00524	0	0	0	0
LINC02314	0	0	0	0
LOC105370672	0	0	0	0
LOC105370673	0	0	0	0
LOC105370674	0	0	0	0
DIO3OS	0	2	0	0
MIR1247	0	0	0	0
DIO3	0	0	0	0
LOC105370675	0	0	0	0
LOC107984698	0	0	0	0
LINC02320	0	0	0	0
LINC00239	0	0	0	0
PPP2R5C	3	2	0	3
LOC107984658	1	1	0	0
LOC107984659	0	0	0	0
DYNC1H1	13	9	10	12
LOC107984661	743	687	665	640
HSP90AA1	15	21	24	34
WDR20	15	11	2	14
LOC105370677	3	3	2	4
MOK	0	1	1	0
TRI-AAT5-4	0	0	0	0
ZNF839	14	10	12	7
CINP	0	1	0	0
TECPR2	80	50	68	47
ANKRD9	10	9	11	14
LOC105370679	2	2	1	1
LOC105370680	8	2	2	1
MIR4309	0	0	0	0
LINC02323	0	0	0	0
RCOR1	2	0	0	2
TRAF3	1	1	2	2
AMN	779	613	592	655
CDC42BPB	112	52	88	71
LBHD2	0	0	0	0
EXOC3L4	0	0	0	0
LINC00677	0	0	0	0
TNFAIP2	0	0	0	0
LOC105370685	0	0	0	0
LINC00605	0	0	0	0
LOC105370686	0	0	0	0
LOC105378183	0	0	0	0
LOC105370687	214	262	243	257
EIF5	1	5	1	9
SNORA28	0	0	0	0
MARK3	2	0	1	2
LOC112268130	5	8	1	5
CKB	10	6	15	36
TRMT61A	0	0	2	0
BAG5	1	0	2	2
COA8	0	0	0	0
LOC105370688	0	0	0	0
KLC1	20	18	18	33
XRCC3	112	123	77	106
LOC112268131	68	66	58	66
LOC107984648	128	118	118	107
ZFYVE21	1	4	0	1
PPP1R13B	430	258	319	373
PPP1R13B-DT	0	0	0	1
LOC105370690	16	2	5	0
LOC105370689	1	0	0	2
ATP5MJ	0	3	1	2
TDRD9	0	0	0	0
RD3L	0	0	0	0
ASPG	6	3	2	4
MIR203A	0	0	0	0
MIR203B	0	0	0	4
KIF26A-DT	4	2	4	0
KIF26A	0	1	1	0
LINC02691	0	0	0	0
LOC105370694	0	0	0	0
C14orf180	0	0	0	0
TMEM179	0	0	0	0
LINC02280	0	0	0	0
MIR4710	0	0	0	0
INF2	8	13	5	8
ADSS1	0	0	0	0
LOC107984670	3	4	4	3
LOC107987209	877	480	715	540
SIVA1	1	0	2	0
LOC102723342	2133	1393	1599	1403
AKT1	12	5	7	7
ZBTB42	2	0	0	0
LINC00638	0	0	0	0
CEP170B	3	1	2	5
MIR12121	0	0	0	0
PLD4	3	0	0	1
AHNAK2	0	0	0	0
CLBA1	13	2	12	1
CDCA4	1	1	1	0
GPR132	1	4	1	3
LINC02298	0	0	0	0
JAG2	2	3	1	3
MIR6765	0	0	0	0
NUDT14	0	0	0	0
BRF1	139	78	108	86
BTBD6	5	4	1	3
PACS2	15	8	9	10
TEX22	0	0	0	0
LOC100507437	3	0	1	0
MTA1	0	0	0	3
CRIP2	0	0	0	0
CRIP1	1	1	4	10
TEDC1	1	0	0	1
TMEM121	0	0	0	0
LOC105370697	0	0	0	0
LOC105370698	0	0	0	0
IGHA2	0	0	0	0
IGHE	0	0	0	0
MIR8071-1	0	0	0	0
IGHG4	0	0	0	0
MIR8071-2	0	0	0	0
IGHG2	0	0	0	0
LOC112268138	0	0	0	0
LOC105378187	0	0	0	0
IGHGP	0	0	0	0
ELK2AP	0	0	0	0
IGHA1	0	0	0	0
IGHEP1	0	0	0	0
LOC107987211	0	0	0	0
IGHG1	0	0	0	0
LOC105378184	0	0	0	0
IGHG3	0	0	0	0
IGHD	0	0	0	0
IGHM	0	0	0	0
MIR4539	0	0	0	0
MIR4507	0	0	0	0
MIR4538	0	0	0	0
MIR4537	0	0	0	0
IGHJ6	0	0	0	0
IGHJ3P	0	0	0	0
IGHJ5	0	0	0	0
IGHJ4	0	0	0	0
IGHJ3	0	0	0	0
IGHJ2P	0	0	0	0
IGHJ2	0	0	0	0
IGHJ1	0	0	0	0
IGHD7-27	0	0	0	0
IGHJ1P	0	0	0	0
IGHD1-26	0	0	0	0
IGHD6-25	0	0	0	0
IGHD5-24	0	0	0	0
IGHD4-23	0	0	0	0
IGHD3-22	0	0	0	0
IGHD2-21	0	0	0	0
IGHD1-20	0	0	0	0
IGHD6-19	0	0	0	0
IGHD5-18	0	0	0	0
IGHD4-17	0	0	0	0
IGHD3-16	0	0	0	0
IGHD2-15	0	0	0	0
IGHD1-14	0	0	0	0
IGHD6-13	0	0	0	0
IGHD5-12	0	0	0	0
IGHD4-11	0	0	0	0
IGHD3-10	0	0	0	0
IGHD3-9	0	0	0	0
IGHD2-8	0	0	0	0
IGHD1-7	0	0	0	0
IGHD6-6	0	0	0	0
IGHD5-5	0	0	0	0
IGHD4-4	0	0	0	0
IGHD3-3	0	0	0	0
IGHD2-2	0	0	0	0
FAM30A	0	0	0	0
IGHD1-1	0	0	0	0
IGHV6-1	0	0	0	0
IGHVII-1-1	0	0	0	0
ADAM6	0	0	0	0
IGHV1-2	0	0	0	0
IGHVIII-2-1	0	0	0	0
IGHV1-3	0	0	0	0
LOC107984634	0	0	0	0
IGHV4-4	0	0	0	0
IGHV7-4-1	0	0	0	0
IGHV2-5	0	0	0	0
IGHVIII-5-1	0	0	0	0
IGHVIII-5-2	0	0	0	0
IGHV3-6	0	0	0	0
IGHV3-7	0	0	0	0
IGHV3-64D	0	0	0	0
IGHV5-10-1	0	0	0	0
IGHV3-11	0	0	0	0
IGHVIII-11-1	0	0	0	0
IGHV1-12	0	0	0	0
IGHV3-13	0	0	0	0
IGHVIII-13-1	0	0	0	0
IGHV1-14	0	0	0	0
IGHV3-15	0	0	0	0
IGHVII-15-1	0	0	0	0
IGHV3-16	0	0	0	0
IGHVIII-16-1	0	0	0	0
IGHV1-17	0	0	0	0
IGHV1-18	0	0	0	0
IGHV3-19	0	0	0	0
LOC105370700	0	0	0	0
IGHV3-20	0	0	0	0
IGHVII-20-1	0	0	0	0
IGHV3-21	0	0	0	0
IGHV3-22	0	0	0	0
IGHVII-22-1	0	0	0	0
IGHVIII-22-2	0	0	0	0
IGHV3-23	0	0	0	0
IGHV1-24	0	0	0	0
LINC00226	0	0	0	0
IGHV3-25	0	0	0	0
IGHVIII-25-1	0	0	0	0
IGHV2-26	0	0	0	0
IGHVIII-26-1	0	0	0	0
